name,number,title,full_name,term_quarter,term_year,grade_Ap,grade_A,grade_Am,grade_Bp,grade_B,grade_Bm,grade_Cp,grade_C,grade_Cm,grade_Dp,grade_D,grade_Dm,grade_F,grade_no_pass,grade_pass
CHEM 154,154,Biochemical Methods II,Stacie Nakamoto,FA,2017,0,8,9,7,15,5,3,4,2,0,0,0,0,0,0
CHEM 14BL,14BL,General and Organic Chemistry Laboratory I,Arlene Russell,FA,2017,1,59,16,24,26,13,13,27,2,0,0,0,1,1,1
CHEM 110A,110A,Physical Chemistry: Chemical Thermodynamics,Peter Felker,FA,2017,5,9,15,17,13,18,16,7,6,0,2,0,2,0,0
CHEM 14D,14D,Organic Reactions and Pharmaceuticals,Steven Hardinger,FA,2017,44,77,85,96,63,78,58,46,23,20,19,7,3,1,0
CHEM 144,144,Practical and Theoretical Introductory Organic Synthesis,Michael Jung,FA,2017,1,7,4,6,5,1,2,0,0,0,0,0,2,0,0
CHICANO 188,188,Special Courses in Chicana and Chicano Studies,Alicia Gaspar de alba,FA,2017,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICANO C179,C179,Language Politics and Policies in U.S.: Comparative History,Reynaldo Macias,FA,2017,0,9,4,6,4,3,2,4,3,0,0,0,2,0,0
CHICANO 188,188,Special Courses in Chicana and Chicano Studies,Omar Gonzalez,FA,2017,9,16,11,3,1,1,0,1,0,1,0,1,0,0,0
CHICANO M105A,M105A,Early Chicana/Chicano Literature,Marissa Lopez,FA,2017,0,8,1,3,1,1,0,1,0,0,0,0,2,0,0
CHICANO 153B,153B,Central American Racial Constructions,Karina Oliva-Alvarado,FA,2017,3,29,5,4,2,0,0,1,0,0,0,0,0,0,0
CHICANO M103D,M103D,Contemporary Chicano Theater: Beginning of Chicano Theater Movement,Jose Valenzuela,FA,2017,0,37,4,1,0,1,0,0,1,0,0,0,0,0,0
CHICANO 168A,168A,Latinos: Print Media,Otto Santa ana,FA,2017,11,18,0,6,2,1,1,3,0,0,0,0,0,0,0
CHICANO 188,188,Special Courses in Chicana and Chicano Studies,Nicole Strathman,FA,2017,9,8,6,1,3,1,1,2,0,0,3,0,0,0,0
CHICANO M159A,M159A,History of Chicano Peoples,Juan Gomez-Quinones,FA,2017,1,2,6,2,7,2,1,2,1,0,0,0,2,0,1
CHICANO M128,M128,"Race, Gender, and U.S. Labor",Leisy Abrego,FA,2017,0,9,12,10,10,8,1,1,0,0,1,0,1,0,0
CHICANO 10A,10A,Introduction to Chicana/Chicano Studies: History and Culture,Gaye Johnson,FA,2017,110,384,182,90,80,41,13,17,11,3,5,1,7,0,0
CHICANO 138A,138A,"Space, Place, and Race",Eric Avila,FA,2017,0,29,11,8,1,1,0,0,0,0,0,0,2,0,0
CHICANO M136,M136,Censored! Art on Trial,Alma Lopez Gaspar De Alba,FA,2017,0,17,9,2,4,0,2,0,0,1,0,0,0,0,0
CHICANO 113,113,Day of Dead Ritual,Martha Ramirez-Oropeza,FA,2017,25,79,2,0,0,0,0,0,0,0,0,0,0,0,1
CHICANO 89,89,Honors Seminars,Gaye Johnson,FA,2017,0,8,4,2,1,0,0,0,0,0,0,0,0,0,0
CHICANO 169,169,Representations of Indigenous Peoples in Americas,Richard Ellis,FA,2017,0,12,11,8,3,0,0,0,0,0,0,0,0,0,0
CHICANO 138A,138A,"Space, Place, and Race",Genevieve Carpio,FA,2017,0,29,11,8,1,1,0,0,0,0,0,0,2,0,0
CHICANO 188,188,Special Courses in Chicana and Chicano Studies,Cristina Frias,FA,2017,3,17,3,1,0,0,1,1,0,0,0,0,0,0,1
CHIN 110A,110A,Introduction to Classical Chinese,Yinghui Wu,FA,2017,10,21,5,4,0,0,0,0,1,1,0,1,2,0,0
CHIN 50,50,Chinese Civilization,Min Li,FA,2017,27,46,15,18,15,5,3,3,0,0,1,0,3,3,41
CHIN 1A,1A,Elementary Modern Chinese for Advanced Beginners,Xiaoxin Sun,FA,2017,0,9,14,9,2,0,1,0,0,0,0,0,0,1,11
CHIN 1,1,Elementary Modern Chinese,Yu-wen Yao,FA,2017,9,34,20,2,4,1,2,0,1,0,1,0,0,1,4
CHIN C175,C175,Introduction to Chinese Thought,Yunshuang Zhang,FA,2017,5,18,8,10,1,2,0,0,0,0,0,0,0,0,0
CHIN 80,80,"Chinese Cinema: Pictures, Prisms, Products, Projections",Robert Chi,FA,2017,0,44,22,9,2,6,0,0,1,1,1,0,0,0,8
CHIN 4A,4A,Intermediate Modern Chinese for Advanced Students,Yu-wen Yao,FA,2017,0,4,4,1,1,0,0,0,0,1,0,0,0,0,0
CHIN C150B,C150B,Chinese Literature in Translation: Traditional Narrative and Fiction,Yunshuang Zhang,FA,2017,4,13,10,5,4,2,0,0,0,0,0,0,0,0,0
CHIN 155,155,Topics in Chinese Cinema,Robert Chi,FA,2017,1,2,4,1,3,10,3,2,4,2,0,1,1,1,1
CHIN 1,1,Elementary Modern Chinese,Liancheng Chief,FA,2017,10,32,11,4,5,0,1,2,0,0,0,0,0,0,1
CHIN CM160,CM160,Chinese Buddhism,Robert Buswell,FA,2017,4,11,7,3,1,4,0,0,0,0,0,0,0,0,0
CHIN 100A,100A,Advanced Modern Chinese,Michelle Smith,FA,2017,0,23,4,4,0,0,0,1,0,0,0,0,0,0,1
CHIN 165,165,Introduction to Chinese Buddhist Texts,Robert Buswell,FA,2017,0,5,3,5,4,1,0,3,4,0,0,0,0,0,0
CHIN 4,4,Intermediate Modern Chinese,Yan Shen,FA,2017,0,21,13,4,2,0,0,0,0,0,0,0,0,0,0
CIVIC 100SL,100SL,Perspectives on Civic Engagement,Douglas Barrera,FA,2017,0,7,4,1,1,0,0,0,0,0,0,0,0,0,0
CIVIC 163SL,163SL,Civic Engagement and Public Use of Knowledge,Elizabeth Goodhue,FA,2017,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0
CLASSIC 185,185,Origins and Nature of English Vocabulary,Samuel Beckelhymer,FA,2017,3,36,14,4,4,3,2,1,0,0,0,1,0,0,6
CLASSIC M167,M167,Magic in Ancient World,Nethany Simpson,FA,2017,0,11,3,3,3,0,0,0,0,0,0,0,0,0,0
CLASSIC M153G,M153G,Roman Art and Archaeology,Sarah Beckmann,FA,2017,0,6,1,3,2,0,0,0,0,0,0,0,0,0,0
CLASSIC 30,30,Classical Mythology,Adriana Vazquez,FA,2017,4,47,51,20,30,15,7,8,4,4,2,1,4,3,14
CLASSIC 10,10,Discovering Greeks,Bryant Kirkland,FA,2017,1,63,34,16,20,6,8,10,2,1,2,0,4,2,6
CLASSIC 165,165,Ancient Athletics,Richard Ellis,FA,2017,0,7,9,5,2,0,0,2,0,0,0,0,0,0,0
GE CLST 73A,73A,"Mind over Matter: History, Science, and Philosophy of Brain",Michael Levine,FA,2017,0,39,8,6,55,3,1,8,0,0,1,0,2,0,0
GE CLST 60A,60A,"America in Sixties: Politics, Society, and Culture, 1954 to 1974",Lynn Lewis,FA,2017,0,78,74,35,33,8,2,3,0,0,0,1,1,0,0
GE CLST 73A,73A,"Mind over Matter: History, Science, and Philosophy of Brain",Efrain Kristal,FA,2017,0,39,8,6,55,3,1,8,0,0,1,0,2,0,0
GE CLST 20A,20A,Interracial Dynamics in American Culture and Society,Brenda Stevenson,FA,2017,9,43,49,52,40,24,9,5,1,1,0,0,1,0,0
GE CLST 70A,70A,Evolution of Cosmos and Life,Anthony Friscia,FA,2017,3,49,36,23,27,9,5,8,7,2,0,1,5,0,0
GE CLST 70A,70A,Evolution of Cosmos and Life,Kevin Mckeegan,FA,2017,3,49,36,23,27,9,5,8,7,2,0,1,5,0,0
GE CLST M1A,M1A,Global Environment: Multidisciplinary Perspective I,Jennifer Jay,FA,2017,26,51,32,24,12,4,5,1,2,0,0,0,0,0,0
GE CLST M72A,M72A,Sex from Biology to Gendered Society,Jessica Lynch Alfaro,FA,2017,12,29,39,16,14,6,4,3,1,0,0,0,0,0,0
GE CLST M72A,M72A,Sex from Biology to Gendered Society,K Eileraas,FA,2017,12,29,39,16,14,6,4,3,1,0,0,0,0,0,0
GE CLST 70A,70A,Evolution of Cosmos and Life,James Larkin,FA,2017,3,49,36,23,27,9,5,8,7,2,0,1,5,0,0
GE CLST 73A,73A,"Mind over Matter: History, Science, and Philosophy of Brain",Marcia Meldrum,FA,2017,0,39,8,6,55,3,1,8,0,0,1,0,2,0,0
GE CLST 60A,60A,"America in Sixties: Politics, Society, and Culture, 1954 to 1974",J Reiff,FA,2017,0,78,74,35,33,8,2,3,0,0,0,1,1,0,0
GE CLST 30A,30A,Never-Ending Stories: Multidisciplinary Perspectives on Myth,Stephanie Watkins,FA,2017,0,50,46,28,22,10,4,4,2,0,0,0,1,0,0
GE CLST 30A,30A,Never-Ending Stories: Multidisciplinary Perspectives on Myth,Sara Burdorff,FA,2017,0,50,46,28,22,10,4,4,2,0,0,0,1,0,0
GE CLST M1A,M1A,Global Environment: Multidisciplinary Perspective I,Raffaella D'Auria,FA,2017,26,51,32,24,12,4,5,1,2,0,0,0,0,0,0
GE CLST 21A,21A,History of Modern Thought,Sarah Kareem,FA,2017,0,32,38,55,26,7,1,4,0,0,1,0,1,0,0
GE CLST M71A,M71A,Biotechnology and Society,Anne le Goff,FA,2017,25,71,37,21,17,7,2,3,0,0,1,0,0,0,0
GE CLST M1A,M1A,Global Environment: Multidisciplinary Perspective I,Jennifer Nordby,FA,2017,26,51,32,24,12,4,5,1,2,0,0,0,0,0,0
GE CLST 20A,20A,Interracial Dynamics in American Culture and Society,Vilma Ortiz,FA,2017,9,43,49,52,40,24,9,5,1,1,0,0,1,0,0
GE CLST 30A,30A,Never-Ending Stories: Multidisciplinary Perspectives on Myth,Olga Yokoyama,FA,2017,0,50,46,28,22,10,4,4,2,0,0,0,1,0,0
GE CLST M1A,M1A,Global Environment: Multidisciplinary Perspective I,James Bassett,FA,2017,26,51,32,24,12,4,5,1,2,0,0,0,0,0,0
GE CLST 21A,21A,History of Modern Thought,Christopher Kelty,FA,2017,0,32,38,55,26,7,1,4,0,0,1,0,1,0,0
GE CLST M71A,M71A,Biotechnology and Society,Michelle Rensel,FA,2017,25,71,37,21,17,7,2,3,0,0,1,0,0,0,0
GE CLST 60A,60A,"America in Sixties: Politics, Society, and Culture, 1954 to 1974",Robert Fink,FA,2017,0,78,74,35,33,8,2,3,0,0,0,1,1,0,0
GE CLST 21A,21A,History of Modern Thought,Theodore Porter,FA,2017,0,32,38,55,26,7,1,4,0,0,1,0,1,0,0
GE CLST M72A,M72A,Sex from Biology to Gendered Society,Arthur Arnold,FA,2017,12,29,39,16,14,6,4,3,1,0,0,0,0,0,0
GE CLST M72A,M72A,Sex from Biology to Gendered Society,Martie Haselton,FA,2017,12,29,39,16,14,6,4,3,1,0,0,0,0,0,0
GE CLST 80A,80A,"Frontiers in Human Aging: Biomedical, Social, and Policy Perspectives",Rita Effros,FA,2017,0,55,44,16,19,5,0,0,0,0,0,1,0,0,0
GE CLST 60A,60A,"America in Sixties: Politics, Society, and Culture, 1954 to 1974",Jeffrey Decker,FA,2017,0,78,74,35,33,8,2,3,0,0,0,1,1,0,0
GE CLST 73A,73A,"Mind over Matter: History, Science, and Philosophy of Brain",Scott Chandler,FA,2017,0,39,8,6,55,3,1,8,0,0,1,0,2,0,0
GE CLST 80A,80A,"Frontiers in Human Aging: Biomedical, Social, and Policy Perspectives",Paul Hsu,FA,2017,0,55,44,16,19,5,0,0,0,0,0,1,0,0,0
GE CLST M71A,M71A,Biotechnology and Society,B. Vaughn,FA,2017,25,71,37,21,17,7,2,3,0,0,1,0,0,0,0
GE CLST 20A,20A,Interracial Dynamics in American Culture and Society,Mishuana Goeman,FA,2017,9,43,49,52,40,24,9,5,1,1,0,0,1,0,0
GE CLST 20A,20A,Interracial Dynamics in American Culture and Society,Scot Brown,FA,2017,9,43,49,52,40,24,9,5,1,1,0,0,1,0,0
GE CLST 73A,73A,"Mind over Matter: History, Science, and Philosophy of Brain",Barbara Knowlton,FA,2017,0,39,8,6,55,3,1,8,0,0,1,0,2,0,0
GE CLST 21A,21A,History of Modern Thought,Joshua Dienstag,FA,2017,0,32,38,55,26,7,1,4,0,0,1,0,1,0,0
GE CLST 70A,70A,Evolution of Cosmos and Life,Ryan Ellingson,FA,2017,3,49,36,23,27,9,5,8,7,2,0,1,5,0,0
GE CLST 80A,80A,"Frontiers in Human Aging: Biomedical, Social, and Policy Perspectives",Lene Levy-storms,FA,2017,0,55,44,16,19,5,0,0,0,0,0,1,0,0,0
GE CLST 20A,20A,Interracial Dynamics in American Culture and Society,V Matsumoto,FA,2017,9,43,49,52,40,24,9,5,1,1,0,0,1,0,0
COM HLT 132,132,"Health, Disease, and Health Services in Latin America",Bonnie Taub,FA,2017,0,18,9,4,4,0,0,0,0,0,0,0,0,0,2
COM HLT 48,48,Nutrition and Food Studies: Principles and Practice,Janet Leader,FA,2017,6,16,5,5,6,3,0,1,0,0,1,0,0,0,0
COM HLT 100,100,Introduction to Community Health Sciences,Alina Dorian,FA,2017,11,40,17,9,9,0,0,0,1,0,0,0,0,0,0
COM HLT 19,19,Fiat Lux Freshman Seminars,Marion Baer,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
COM LIT 100,100,"Introduction to Comparative Literature: Histories, Theories, Practices, and Perspectives",Michael Rothberg,FA,2017,0,4,3,8,0,1,0,0,0,0,0,0,0,0,0
COM LIT 1E,1E,Social Media and Storytelling: Comparing Cultures,David MacFadyen,FA,2017,15,43,23,17,12,0,0,1,0,0,0,0,1,0,7
COM LIT 2CW,2CW,Survey of Literature: Age of Enlightenment to 20th Century,Kathleen Komar,FA,2017,0,24,15,18,13,7,0,2,0,0,0,0,0,0,0
COM LIT 191,191,Variable Topics in Comparative Literature,Romy Sutherland Kristal,FA,2017,0,5,1,2,1,2,0,0,0,0,0,0,0,0,0
COM LIT 180,180,Variable Topics: Medical Humanities in Comparative Contexts,Eleanor Kaufman,FA,2017,0,7,4,3,1,0,0,0,0,0,0,0,0,0,0
COM LIT 4DW,4DW,Literature and Writing: Great Books from World at Large,David MacFadyen,FA,2017,0,6,11,8,7,1,1,1,0,0,0,0,1,0,0
COM SCI 131,131,Programming Languages,Paul Eggert,FA,2017,0,39,19,16,24,9,14,6,6,1,8,4,7,0,0
COM SCI 130,130,Software Engineering,Miryung Kim,FA,2017,2,10,25,25,33,11,11,0,2,0,0,0,2,0,0
COM SCI 180,180,Introduction to Algorithms and Complexity,Majid Sarrafzadeh,FA,2017,0,50,3,1,54,6,5,32,9,0,4,0,3,0,0
COM SCI 33,33,Introduction to Computer Organization,Paul Eggert,FA,2017,0,40,12,12,25,19,12,12,9,5,6,2,3,0,0
COM SCI 111,111,Operating Systems Principles,Peter Reiher,FA,2017,0,12,19,17,12,10,5,7,5,3,3,5,10,0,0
COM SCI 132,132,Compiler Construction,Jens Palsberg,FA,2017,23,20,1,5,5,0,0,3,0,0,2,0,1,0,0
COM SCI 152B,152B,Digital Design Project Laboratory,Majid Sarrafzadeh,FA,2017,4,8,5,2,0,0,0,0,0,0,0,0,0,0,0
COM SCI CM121,CM121,Introduction to Bioinformatics,Christopher Lee,FA,2017,6,24,14,2,4,0,0,0,0,0,0,0,0,0,1
COM SCI 181,181,Introduction to Formal Languages and Automata Theory,Alexandr Sherstov,FA,2017,9,12,10,11,17,13,4,6,7,4,2,4,0,0,0
COM SCI 31,31,Introduction to Computer Science I,David Smallberg,FA,2017,0,202,21,45,50,22,20,39,7,1,1,2,17,0,0
COM SCI 97,97,Variable Topics in Computer Science,Todd Millstein,FA,2017,5,21,14,6,12,2,2,2,0,2,1,0,1,0,0
COM SCI M51A,M51A,Logic Design of Digital Systems,Miodrag Potkonjak,FA,2017,2,13,24,27,14,13,6,6,5,1,0,2,3,0,0
COM SCI 1,1,Freshman Computer Science Seminar,Mario Gerla,FA,2017,0,243,10,5,3,0,0,0,0,0,0,0,1,0,0
COM SCI 145,145,Introduction to Data Mining,Yizhou Sun,FA,2017,10,45,30,11,5,6,5,1,0,0,0,0,1,0,0
COM SCI M146,M146,Introduction to Machine Learning,Sriram Sankararaman,FA,2017,0,15,18,35,26,23,22,2,0,0,0,0,0,0,0
COM SCI M117,M117,Computer Networks: Physical Layer,Revaz Dzhanidze,FA,2017,8,96,33,6,0,0,0,0,0,0,0,0,0,0,0
COM SCI 118,118,Computer Network Fundamentals,George Varghese,FA,2017,3,15,46,26,10,10,8,5,3,0,1,0,0,0,0
COM SCI 35L,35L,Software Construction Laboratory,Paul Eggert,FA,2017,0,47,32,45,32,27,17,7,5,2,2,3,6,0,0
COM SCI M152A,M152A,Introductory Digital Design Laboratory,Miodrag Potkonjak,FA,2017,6,11,10,9,17,15,2,2,0,0,0,0,0,0,0
COM SCI 174A,174A,Introduction to Computer Graphics,Manuela Vasilescu,FA,2017,7,7,12,13,21,14,9,8,3,3,1,1,6,0,0
COM SCI 161,161,Fundamentals of Artificial Intelligence,Adnan Darwiche,FA,2017,1,30,30,38,30,15,6,3,0,1,0,0,2,0,0
COM SCI 143,143,Database Systems,Carlo Zaniolo,FA,2017,11,11,18,17,31,14,7,3,3,2,4,1,0,0,0
COM SCI 143,143,Database Systems,Junghoo Cho,FA,2017,1,2,2,4,0,0,1,0,0,0,0,0,0,0,0
COMM 126,126,Evolution of Interpersonal Communication,Gregory Bryant,FA,2017,0,24,21,13,35,14,7,6,1,1,1,0,1,0,0
COMM 185,185,Field Studies in Communication,Steven Peterson,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55
COMM 1,1,Principles of Oral Communication,Tom Miller,FA,2017,0,21,0,3,1,0,0,0,0,0,0,0,0,0,0
COMM 150,150,Methodologies in Communication Research,Georgia Kernell,FA,2017,2,12,16,5,5,4,3,1,0,0,0,1,1,0,0
COMM 106,106,Reporting America,Nushin Arbabzadah,FA,2017,29,40,32,9,2,4,2,1,1,0,1,0,2,0,1
COMM 171,171,Theories of Freedom of Speech and Press,Mark Huppin,FA,2017,11,23,14,31,14,6,3,2,0,0,0,0,0,0,1
COMM 160,160,Political Communication,Georgia Kernell,FA,2017,3,19,9,10,2,3,1,3,2,0,0,1,0,0,0
COMM 109,109,Entrepreneurial Communication,Steven Peterson,FA,2017,0,5,9,11,7,3,0,0,0,0,0,0,0,0,2
COMM 116,116,Communication and Conflict in Couples and Families,Marjorie Bates,FA,2017,14,101,45,7,31,6,4,0,1,0,1,0,1,0,3
COMM 133,133,Decoding Media Strategies,Francis Steen,FA,2017,7,38,48,16,7,6,2,2,1,0,0,0,1,0,0
COMM 145,145,Situation Comedy and American Culture,Michael Suman,FA,2017,0,5,35,35,32,10,5,4,2,1,1,0,1,2,1
COMM 175,175,Criticism and Public Arts,Paul von Blum,FA,2017,0,106,17,8,6,1,1,1,0,0,0,0,0,0,0
COMM 188A,188A,Variable Topics in Mass Communication,J Jusko,FA,2017,22,41,19,14,6,3,3,1,0,0,0,0,0,0,0
COMM 118,118,Language and Music,Gregory Bryant,FA,2017,0,29,16,8,26,7,3,4,3,0,1,0,1,2,3
COMM 103A,103A,Forensics,Tom Miller,FA,2017,1,15,3,1,0,0,0,0,0,0,0,0,0,0,0
COMM 1,1,Principles of Oral Communication,Dee Bridgewater,FA,2017,0,18,32,7,1,0,0,0,0,0,0,0,0,0,0
COMM 101,101,Freedom of Communication,Raffi Kassabian,FA,2017,0,22,6,5,6,3,2,4,2,2,0,0,0,0,0
COMM 156,156,Social Networking,Peter Lamberson,FA,2017,8,34,22,15,20,12,6,7,1,4,1,0,0,0,5
COMM 150,150,Methodologies in Communication Research,Peter Lamberson,FA,2017,5,31,13,9,6,2,2,1,0,0,0,0,0,0,0
COMM 104,104,Analysis and Briefing,Tom Miller,FA,2017,3,10,3,0,2,0,0,0,0,0,0,0,0,0,0
COMM 10,10,Introduction to Communication Studies,Michael Suman,FA,2017,0,17,20,38,45,38,27,17,9,5,1,2,2,0,0
COMM 143,143,Rhetoric of Popular Culture,Karyl Kicenski,FA,2017,2,14,19,15,16,19,1,3,1,2,0,0,0,0,1
COMM 1,1,Principles of Oral Communication,Karen Mack,FA,2017,0,37,12,5,2,1,0,0,0,0,0,0,0,0,0
COMM 111,111,Conflict and Communication,Marjorie Bates,FA,2017,6,47,32,17,23,1,1,0,0,1,0,0,1,0,4
COMM 187,187,Ethical and Policy Issues in Institutions of Mass Communication,James Newton,FA,2017,13,47,24,18,4,4,1,2,0,0,0,0,0,0,0
COMM 163,163,Public Diplomacy,Barry Sanders,FA,2017,0,9,8,5,2,0,2,1,0,1,0,0,0,0,0
COMM 154,154,Social Communication and New Technology,Francis Steen,FA,2017,8,27,22,18,13,11,1,3,0,1,1,0,0,0,0
COMM 1,1,Principles of Oral Communication,John Kochian,FA,2017,0,72,12,2,0,1,0,0,0,0,0,0,0,0,0
COMM 163,163,Public Diplomacy,Judith Milestone,FA,2017,0,9,8,5,2,0,2,1,0,1,0,0,0,0,0
COMM M147,M147,Sociology of Mass Communication,Gabriel Rossman,FA,2017,3,9,6,3,2,2,2,0,0,0,0,0,0,0,0
COMM 1,1,Principles of Oral Communication,Celia Feramisco,FA,2017,7,12,20,4,2,1,1,1,0,0,0,0,2,0,2
COMPTNG 10A,10A,Introduction to Programming,Jukka Virtanen,FA,2017,0,23,22,6,8,7,6,3,0,0,2,0,3,0,4
COMPTNG 10A,10A,Introduction to Programming,Alexey Miroshnikov,FA,2017,0,38,15,15,8,10,5,3,1,0,0,1,2,0,2
COMPTNG 10A,10A,Introduction to Programming,Omri Azencot,FA,2017,4,6,5,7,10,4,4,4,3,7,8,5,2,3,2
COMPTNG 10A,10A,Introduction to Programming,Ernest Ryu,FA,2017,11,18,19,2,5,1,1,1,1,0,3,2,0,2,2
COMPTNG 10C,10C,Advanced Programming,Ricardo Salazar,FA,2017,0,11,7,3,2,1,1,2,0,0,0,0,0,0,1
COMPTNG 16,16,Python with Applications,Matthew Haberland,FA,2017,6,32,19,6,3,1,1,0,1,0,0,0,0,0,3
COMPTNG 10B,10B,Intermediate Programming,Claudia Falcon,FA,2017,2,9,5,14,6,1,2,2,1,1,3,0,2,0,1
COMPTNG 10B,10B,Intermediate Programming,Michael Lindstrom,FA,2017,0,9,8,4,1,3,3,0,0,0,1,0,6,0,3
COMPTNG 20A,20A,Principles of Java Language with Applications,Ernest Ryu,FA,2017,4,6,2,3,0,2,1,1,0,2,0,0,0,1,1
COMPTNG 10A,10A,Introduction to Programming,Connie Jung,FA,2017,4,6,5,7,10,4,4,4,3,7,8,5,2,3,2
COMPTNG 40A,40A,Introduction to Programming for Internet,Jukka Virtanen,FA,2017,0,7,5,3,5,0,1,6,0,0,1,0,2,0,2
COMPTNG 10A,10A,Introduction to Programming,T Ji,FA,2017,5,12,11,5,9,10,5,5,0,0,2,0,3,1,4
DANCE 65,65,Intermediate Modern/Postmodern Dance,Gracelynn Coad,FA,2017,2,16,2,0,0,0,1,0,0,0,0,0,0,0,0
DANCE 160,160,Topics in Body Mechanics,Roslyn Warby,FA,2017,1,9,5,1,1,0,0,0,0,0,0,0,0,0,0
DANCE 16,16,Beginning Improvisation in Dance,Chung-Kai Yu,FA,2017,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DANCE 12,12,Beginning World Arts Practices in Southeast Asia and Diaspora,Chung-Kai Yu,FA,2017,3,14,0,1,0,0,0,0,0,0,0,0,0,0,1
DANCE 6,6,Beginning World Arts Practices in Sub-Saharan Africa and Diaspora,Wilfried Souly,FA,2017,0,11,7,1,3,0,0,0,0,0,0,0,0,0,0
DANCE 63,63,Intermediate World Arts Practices in Europe and Diaspora,Natsuo Tomita,FA,2017,2,7,3,0,0,1,0,0,0,0,0,0,0,0,0
DANCE C115,C115,Advanced Modern/Postmodern Dance,Gracelynn Coad,FA,2017,2,17,2,0,1,2,0,0,0,0,0,0,0,0,0
DANCE 5,5,Moving Voice,Robert Een,FA,2017,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
DANCE 117B,117B,Theories and Methods in Dance Composition IV: Impacts,Cheng-chieh Yu,FA,2017,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0
DANCE 101,101,Theories of Dance,Anurima Banerji,FA,2017,3,22,6,1,1,0,0,0,3,0,0,0,1,0,0
DANCE 9,9,Beginning World Arts Practices in North America and Diaspora,Leigh Foaad,FA,2017,8,20,1,1,0,0,0,0,0,0,0,0,0,0,0
DANCE 15,15,Beginning Modern/Postmodern Dance,Chung-Kai Yu,FA,2017,4,14,3,0,0,0,0,0,0,0,0,0,0,0,0
DANCE 59,59,Intermediate World Arts Practices in North America and Diaspora,Jackelyn Lopez,FA,2017,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0
DANCE 10,10,Beginning World Arts Practices in East Asia and Diaspora,Jason Tsou,FA,2017,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1
DANCE 12,12,Beginning World Arts Practices in Southeast Asia and Diaspora,Linda Yudin,FA,2017,6,9,0,1,0,0,0,0,0,0,0,0,0,0,1
DANCE 1,1,Global Perspectives on Dance,Victoria Marks,FA,2017,10,26,5,5,3,0,0,1,0,0,0,0,0,0,0
DANCE C113A,C113A,Advanced World Arts Practices in Europe and Diaspora,Natsuo Tomita,FA,2017,6,14,0,1,0,2,1,0,0,0,0,0,0,0,0
DANCE 114,114,Performance Practicum,Cheng-chieh Yu,FA,2017,21,2,0,0,0,0,0,1,0,0,0,0,0,0,1
DANCE 67A,67A,Theories and Methods in Dance Composition I: Languages,Cheng-chieh Yu,FA,2017,5,10,2,0,1,0,0,0,0,0,0,0,0,0,0
DESMA 152,152,Tangible Media,Chandler Mcwilliams,FA,2017,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
DESMA 101,101,Media Arts: Introduction,Erkki Huhtamo,FA,2017,4,20,23,19,6,1,0,0,0,0,0,0,1,0,1
DESMA 163,163,Narrative,Kari Weil,FA,2017,2,5,6,5,3,0,0,0,0,0,0,0,0,0,0
DESMA 24,24,Motion,Refik Anadol,FA,2017,3,21,1,0,0,0,0,0,0,0,0,0,0,0,0
DESMA 10,10,Design Culture: Introduction,Erkki Huhtamo,FA,2017,48,85,51,39,20,12,5,2,2,1,0,0,1,2,13
DESMA 22,22,Form,Isla Hansen,FA,2017,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0
DESMA 161,161,Network Media,Lauren McCarthy,FA,2017,2,9,3,2,2,0,1,1,0,0,1,0,0,0,0
DESMA 156,156,Three-Dimensional Modeling and Motion,Jennifer Steinkamp,FA,2017,5,4,4,0,2,0,1,3,0,0,1,0,0,0,0
DESMA 25,25,Typography,Amanda Stojanov,FA,2017,3,5,9,3,1,0,0,0,1,0,0,0,0,0,0
DESMA 171,171,Topics in Interactivity and Games,Luke Fischbeck,FA,2017,1,13,7,1,0,1,0,0,0,0,0,0,0,0,0
DESMA 21,21,Color,Matthias Dorfelt,FA,2017,0,8,5,6,2,1,0,0,0,0,0,0,0,0,0
DESMA 157,157,Game Design,Eddo Stern,FA,2017,3,3,3,4,2,4,1,0,0,1,1,0,0,0,0
DESMA 173,173,Topics in Visual Communication and Image,Rebeca Mendez,FA,2017,6,6,5,2,0,0,0,0,0,0,0,0,0,0,0
DESMA 172,172,Topics in Video and Animation,Serge Hoeltschi,FA,2017,8,7,6,1,0,0,0,0,0,0,0,0,0,0,0
DGT HUM 30,30,Los Angeles Tech City: Digital Technologies and Spatial Justice,Benjamin Leclair Paquet,FA,2017,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0
DGT HUM 101,101,Introduction to Digital Humanities,Miriam Posner,FA,2017,0,79,4,3,1,1,0,0,0,0,0,0,0,0,0
DIS STD 138SL,138SL,Applied Autism Intervention: Multidisciplinary Perspective,Stephanny Freeman,FA,2017,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0
